Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,start_date,days
New Jersey,US,2020-05-06 02:32:35,40.2989,-74.521,130593,8244,15642.0,106707.0,34.0,1470.2792892293453,287623.0,,6.312742643173831,84000034.0,USA,3238.199137825244,,2020-04-12,24
New York,US,2020-05-06 02:32:35,42.1657,-74.9481,321192,25124,58950.0,237118.0,36.0,1904.9375705213647,1028899.0,69867.0,7.822112630451567,84000036.0,USA,6102.232812062138,21.752409773593364,2020-04-12,24
North Carolina,US,2020-05-06 02:32:35,35.6301,-79.8064,12510,472,,12038.0,37.0,126.13589100487756,151800.0,,3.772981614708233,84000037.0,USA,1530.5698045196173,,2020-04-12,24
Texas,US,2020-05-06 02:32:35,31.0545,-97.5635,33912,925,16791.0,16196.0,48.0,147.54251777965214,427210.0,,2.727648030195801,84000048.0,USA,1858.6824434018995,,2020-04-12,24
Arizona,US,2020-09-13 04:32:00,33.7298,-111.4312,208128,5315,32628.0,170185.0,4.0,2859.4050297600525,1288729.0,,2.5537169434194342,84000004.0,USA,17705.44176947668,,2020-04-12,154
California,US,2020-09-13 04:32:00,36.1162,-119.6816,758933,14327,,744606.0,6.0,1920.7550028253283,12556967.0,,1.8877819254137056,84000006.0,USA,31779.955787352184,,2020-04-12,154
Florida,US,2020-09-13 04:32:00,27.7663,-81.6868,661571,12600,,648971.0,12.0,3080.263996155647,4901680.0,,1.9045574851376497,84000012.0,USA,22822.143692326616,,2020-04-12,154
Georgia,US,2020-09-13 04:32:00,33.0406,-83.6431,292905,6287,,286618.0,13.0,2758.720265736799,2610171.0,,2.146429729775866,84000013.0,USA,24583.846758295298,,2020-04-12,154
Illinois,US,2020-09-13 04:32:00,40.3495,-88.9861,261999,8527,,253472.0,17.0,2067.5718193935973,4691071.0,,3.25459257478082,84000017.0,USA,37019.70695450954,,2020-04-12,154
New Jersey,US,2020-09-13 04:32:00,40.2989,-74.521,196337,16027,34397.0,145913.0,34.0,2210.4571057363105,3141235.0,,8.163005444720048,84000034.0,USA,35365.54610968691,,2020-04-12,154
New York,US,2020-09-13 04:32:00,42.1657,-74.9481,443640,33023,75707.0,334910.0,36.0,2280.5079234593604,9245625.0,,7.443648002885222,84000036.0,USA,47526.64563572705,,2020-04-12,154
North Carolina,US,2020-09-13 04:32:00,35.6301,-79.8064,183738,3047,156652.0,24039.0,37.0,1751.8738408273618,2581132.0,,1.6583395922454802,84000037.0,USA,24610.138515290302,,2020-04-12,154
Texas,US,2020-09-13 04:32:00,31.0545,-97.5635,677716,14332,568067.0,95317.0,48.0,2337.283699019181,5454041.0,,2.1147501313234454,84000048.0,USA,18809.70955840245,,2020-04-12,154
Arizona,US,2020-09-14 04:30:37,33.7298,-111.4312,208512,5322,32817.0,170373.0,4.0,2864.6806847965113,1296137.0,,2.5523710865561693,84000004.0,USA,17807.217947888344,,2020-04-12,155
California,US,2020-09-14 04:30:37,36.1162,-119.6816,761728,14378,,747350.0,6.0,1927.828763266496,12690016.0,,1.8875504116955133,84000006.0,USA,32116.684500388652,,2020-04-12,155
Florida,US,2020-09-14 04:30:37,27.7663,-81.6868,663994,12608,,651386.0,12.0,3091.545445407028,4923930.0,,1.8988123386657108,84000012.0,USA,22925.739336504586,,2020-04-12,155
Georgia,US,2020-09-14 04:30:37,33.0406,-83.6431,294314,6333,,287981.0,13.0,2771.990905891194,2602202.0,,2.151783469355858,84000013.0,USA,24508.790880800367,,2020-04-12,155
Illinois,US,2020-09-14 04:30:37,40.3495,-88.9861,263459,8541,,254918.0,17.0,2079.093446790323,4737961.0,,3.241870651600439,84000017.0,USA,37389.74059055917,,2020-04-12,155
New Jersey,US,2020-09-14 04:30:37,40.2989,-74.521,196634,16031,34430.0,146173.0,34.0,2213.800875684938,3168530.0,,8.15271011117101,84000034.0,USA,35672.846448905046,,2020-04-12,155
New York,US,2020-09-14 04:30:37,42.1657,-74.9481,444365,33023,75767.0,335575.0,36.0,2284.2347475611277,9318293.0,,7.431503381229395,84000036.0,USA,47900.191641005986,,2020-04-12,155
North Carolina,US,2020-09-14 04:30:37,35.6301,-79.8064,184936,3052,156652.0,25232.0,37.0,1763.2963275275065,2616108.0,,1.6503006445473027,84000037.0,USA,24943.62173300672,,2020-04-12,155
Texas,US,2020-09-14 04:30:37,31.0545,-97.5635,681885,14405,577832.0,89648.0,48.0,2351.661603246337,5550139.0,,2.1125263057553694,84000048.0,USA,19141.129045190934,,2020-04-12,155
Arizona,US,2020-06-04 02:33:23,33.7298,-111.4312,22356,983,5076.0,16297.0,4.0,307.14204165376947,244525.0,3129.0,4.397029880121668,84000004.0,USA,3359.4519473692962,13.996242619431026,2020-04-12,53
California,US,2020-06-04 02:33:23,36.1162,-119.6816,119348,4374,,114974.0,6.0,302.0533671314824,2131294.0,,3.6649126922948017,84000006.0,USA,5394.011873237302,,2020-04-12,53
Florida,US,2020-06-04 02:33:23,27.7663,-81.6868,58764,2566,,56198.0,12.0,273.6042442460302,1080913.0,10796.0,4.366619018446668,84000012.0,USA,5032.713642037799,18.371792253760805,2020-04-12,53
Georgia,US,2020-06-04 02:33:23,33.0406,-83.6431,48894,2123,,46771.0,13.0,460.5072247757295,482712.0,8419.0,4.342046058821123,84000013.0,USA,4546.4139462089815,17.218881662371658,2020-04-12,53
Illinois,US,2020-06-04 02:33:23,40.3495,-88.9861,123830,5621,,118209.0,17.0,977.2076168058244,959175.0,,4.539287733182589,84000017.0,USA,7569.354080995936,,2020-04-12,53
New Jersey,US,2020-06-04 02:33:23,40.2989,-74.521,162068,11880,27008.0,123180.0,34.0,1824.6400943911358,837420.0,17390.0,7.330256435570254,84000034.0,USA,9428.080236968586,10.730063923785078,2020-04-12,53
New York,US,2020-06-04 02:33:23,42.1657,-74.9481,374085,30019,66502.0,277564.0,36.0,1922.964129806363,2229473.0,89995.0,8.024646804870551,84000036.0,USA,11460.487876744006,24.057366641271372,2020-04-12,53
North Carolina,US,2020-06-04 02:33:23,35.6301,-79.8064,31276,999,18860.0,11417.0,37.0,298.2050868395028,449263.0,,3.19414247346208,84000037.0,USA,4283.556462743814,,2020-04-12,53
Texas,US,2020-06-04 02:33:23,31.0545,-97.5635,68877,1744,45858.0,21275.0,48.0,237.54063551302337,1006768.0,,2.5320498860287177,84000048.0,USA,3472.1069520184615,,2020-04-12,53
Arizona,US,2020-06-03 02:33:21,33.7298,-111.4312,21264,943,4967.0,15354.0,4.0,292.139397643843,237833.0,3057.0,4.434725357411588,84000004.0,USA,3267.5126674110293,14.376410835214449,2020-04-12,52
California,US,2020-06-03 02:33:21,36.1162,-119.6816,117215,4305,,112910.0,6.0,296.6550376069704,2071591.0,,3.6727381307853086,84000006.0,USA,5242.911794661616,,2020-04-12,52
Florida,US,2020-06-03 02:33:21,27.7663,-81.6868,57447,2530,,54917.0,12.0,267.47231330749605,1049752.0,10678.0,4.404059393876095,84000012.0,USA,4887.628524364555,18.587567671070726,2020-04-12,52
Georgia,US,2020-06-03 02:33:21,33.0406,-83.6431,48207,2102,,46105.0,13.0,454.0367281213153,474287.0,8334.0,4.360362602941482,84000013.0,USA,4467.063241240365,17.287945734022028,2020-04-12,52
Illinois,US,2020-06-03 02:33:21,40.3495,-88.9861,122848,5525,,117323.0,17.0,969.4581386526843,934704.0,,4.497427715550924,84000017.0,USA,7376.24055769096,,2020-04-12,52
New Jersey,US,2020-06-03 02:33:21,40.2989,-74.521,161545,11771,26815.0,122959.0,34.0,1818.751906905842,817677.0,17390.0,7.286514593456931,84000034.0,USA,9205.80397401992,10.764802377046644,2020-04-12,52
New York,US,2020-06-03 02:33:21,42.1657,-74.9481,373040,29968,66262.0,276810.0,36.0,1917.592362652781,2167831.0,89861.0,8.033454857387946,84000036.0,USA,11143.62044049416,24.08883765815998,2020-04-12,52
North Carolina,US,2020-06-03 02:33:21,35.6301,-79.8064,30023,961,18860.0,10202.0,37.0,286.25819549118785,434921.0,,3.200879325850181,84000037.0,USA,4146.810799760948,,2020-04-12,52
Texas,US,2020-06-03 02:33:21,31.0545,-97.5635,67310,1716,44517.0,21077.0,48.0,232.13641965215683,986224.0,,2.5493983063437824,84000048.0,USA,3401.255509360105,,2020-04-12,52
Arizona,US,2020-05-31 02:32:52,33.7298,-111.4312,19258,904,4657.0,13697.0,4.0,264.579595552348,217047.0,2980.0,4.694153079239796,84000004.0,USA,2981.940361192776,15.474088690414375,2020-04-12,49
California,US,2020-05-31 02:32:52,36.1162,-119.6816,109895,4144,,105751.0,6.0,278.12912475210516,1888595.0,,3.7708721961872698,84000006.0,USA,4779.774096739634,,2020-04-12,49
Florida,US,2020-05-31 02:32:52,27.7663,-81.6868,55424,2447,,52977.0,12.0,258.05325765931485,994968.0,10375.0,4.415054849884528,84000012.0,USA,4632.555096470359,18.719327367205548,2020-04-12,49
Georgia,US,2020-05-31 02:32:52,33.0406,-83.6431,46331,2004,,44327.0,13.0,436.3676571989268,454838.0,7921.0,4.325397681897649,84000013.0,USA,4283.883198399461,17.09654443029505,2020-04-12,49
Illinois,US,2020-05-31 02:32:52,40.3495,-88.9861,118917,5330,,113587.0,17.0,938.4365514632823,877105.0,,4.482117779627806,84000017.0,USA,6921.6965738389135,,2020-04-12,49
New Jersey,US,2020-05-31 02:32:52,40.2989,-74.521,159608,11634,26301.0,121673.0,34.0,1796.944222089372,745308.0,17121.0,7.289108315372663,84000034.0,USA,8391.038696537678,10.726905919502784,2020-04-12,49
New York,US,2020-05-31 02:32:52,42.1657,-74.9481,369660,29710,65609.0,274341.0,36.0,1900.2176516679901,2005381.0,89400.0,8.03711518692853,84000036.0,USA,10308.554819346442,24.18438565167992,2020-04-12,49
North Carolina,US,2020-05-31 02:32:52,35.6301,-79.8064,27794,929,14954.0,11911.0,37.0,265.0055052953428,404157.0,,3.3424480103619487,84000037.0,USA,3853.487443464412,,2020-04-12,49
Texas,US,2020-05-31 02:32:52,31.0545,-97.5635,62675,1652,40068.0,20955.0,48.0,216.15139060613475,893275.0,,2.6358197048264858,84000048.0,USA,3080.6961857789393,,2020-04-12,49
Arizona,US,2020-06-01 02:32:54,33.7298,-111.4312,19936,907,4761.0,14268.0,4.0,273.8944239760936,225206.0,2998.0,4.549558587479937,84000004.0,USA,3094.03429203251,15.038121990369179,2020-04-12,50
California,US,2020-06-01 02:32:54,36.1162,-119.6816,111951,4172,,107779.0,6.0,283.3325778709034,1944848.0,,3.7266304008003504,84000006.0,USA,4922.14269999438,,2020-04-12,50
Florida,US,2020-06-01 02:32:54,27.7663,-81.6868,56163,2451,,53712.0,12.0,261.4940298412258,1021349.0,10453.0,4.364083115218204,84000012.0,USA,4755.384610585371,18.611897512597267,2020-04-12,50
Georgia,US,2020-06-01 02:32:54,33.0406,-83.6431,47063,2053,,45010.0,13.0,443.26198551192704,465525.0,7946.0,4.362237851390689,84000013.0,USA,4384.538508073004,16.883751567048424,2020-04-12,50
Illinois,US,2020-06-01 02:32:54,40.3495,-88.9861,120260,5390,,114870.0,17.0,949.0348703631469,898259.0,,4.481955762514552,84000017.0,USA,7088.633906681605,,2020-04-12,50
New Jersey,US,2020-06-01 02:32:54,40.2989,-74.521,160445,11698,26560.0,122187.0,34.0,1806.367573762777,746145.0,17197.0,7.290971984169031,84000034.0,USA,8400.462048211082,10.718314687276012,2020-04-12,50
New York,US,2020-06-01 02:32:54,42.1657,-74.9481,370770,29784,65934.0,275052.0,36.0,1905.923547878972,2063825.0,89590.0,8.033012379642367,84000036.0,USA,10608.983105972218,24.16322787712059,2020-04-12,50
North Carolina,US,2020-06-01 02:32:54,35.6301,-79.8064,28785,937,14954.0,12894.0,37.0,274.45432359237395,416289.0,,3.2551676220253603,84000037.0,USA,3969.1615742208014,,2020-04-12,50
Texas,US,2020-06-01 02:32:54,31.0545,-97.5635,64652,1675,42423.0,20554.0,48.0,222.96960040634738,951865.0,,2.5907937882818786,84000048.0,USA,3282.759368477199,,2020-04-12,50
Arizona,US,2020-07-02 04:33:59,33.7298,-111.4312,84105,1725,9715.0,72665.0,4.0,1155.4921011491451,549596.0,4837.0,2.0510076689851973,84000004.0,USA,7550.726316190065,5.751144402829796,2020-04-12,81
California,US,2020-07-02 04:33:59,36.1162,-119.6816,238681,6169,,232512.0,6.0,604.0687713267866,4254176.0,,2.5846213146417183,84000006.0,USA,10766.73413186598,,2020-04-12,81
Florida,US,2020-07-02 04:33:59,27.7663,-81.6868,158997,3550,,155447.0,12.0,740.2874893197546,1980354.0,15125.0,2.2327465298087383,84000012.0,USA,9220.496554176076,9.512758102354134,2020-04-12,81
Georgia,US,2020-07-02 04:33:59,33.0406,-83.6431,84242,2827,,81415.0,13.0,793.4317018357468,855038.0,11275.0,3.355808266660336,84000013.0,USA,8053.159415425005,13.384060207497447,2020-04-12,81
Illinois,US,2020-07-02 04:33:59,40.3495,-88.9861,144013,6951,,137062.0,17.0,1136.4822782771314,1637108.0,,4.8266475943144025,84000017.0,USA,12919.279715204311,,2020-04-12,81
New Jersey,US,2020-07-02 04:33:59,40.2989,-74.521,171928,15078,30300.0,126550.0,34.0,1935.6487532916994,1442937.0,20054.0,8.769950211716532,84000034.0,USA,16245.284102231542,11.664185007677634,2020-04-12,81
New York,US,2020-07-02 04:33:59,42.1657,-74.9481,394079,32043,70590.0,291446.0,36.0,2025.742227862549,3971648.0,89995.0,8.131110767130448,84000036.0,USA,20416.046193290782,22.836791607774078,2020-04-12,81
North Carolina,US,2020-07-02 04:33:59,35.6301,-79.8064,66751,1398,45538.0,19815.0,37.0,636.4460849093123,942238.0,,2.094350646432263,84000037.0,USA,8983.890670593408,,2020-04-12,81
Texas,US,2020-07-02 04:33:59,31.0545,-97.5635,172368,2503,87556.0,82309.0,48.0,594.4568471639127,1921948.0,,1.452125684581825,84000048.0,USA,6628.348350581243,,2020-04-12,81
Arizona,US,2020-08-25 04:30:29,33.7298,-111.4312,198414,4771,29341.0,164302.0,4.0,2725.947443759663,1157222.0,21219.0,2.404568226032437,84000004.0,USA,15898.708522394812,10.694305845353655,2020-04-12,135
California,US,2020-08-25 04:30:29,36.1162,-119.6816,675561,12235,,663326.0,6.0,1709.751941823167,10652487.0,,1.8110873777497518,84000006.0,USA,26959.978941200043,,2020-04-12,135
Florida,US,2020-08-25 04:30:29,27.7663,-81.6868,602829,10397,,592432.0,12.0,2806.762183557793,4447156.0,37032.0,1.7247013663908006,84000012.0,USA,20705.88721707506,6.143035587206322,2020-04-12,135
Georgia,US,2020-08-25 04:30:29,33.0406,-83.6431,256253,5156,,251097.0,13.0,2413.514089059087,2205181.0,23425.0,2.0120740049872587,84000013.0,USA,20769.456015833603,9.141356393876363,2020-04-12,135
Illinois,US,2020-08-25 04:30:29,40.3495,-88.9861,223206,8097,,215109.0,17.0,1761.4358662421137,3741608.0,,3.627590656165157,84000017.0,USA,29526.995370278662,,2020-04-12,135
New Jersey,US,2020-08-25 04:30:29,40.2989,-74.521,189719,15946,33626.0,140147.0,34.0,2135.9484541537618,2676812.0,22452.0,8.405062223604384,84000034.0,USA,30136.846881230867,11.834344477885717,2020-04-12,135
New York,US,2020-08-25 04:30:29,42.1657,-74.9481,430145,32887,74684.0,322574.0,36.0,2211.13759069612,7683190.0,89995.0,7.645561380464728,84000036.0,USA,39495.03126959635,20.922014669471928,2020-04-12,135
North Carolina,US,2020-08-25 04:30:29,35.6301,-79.8064,156396,2535,136630.0,17231.0,37.0,1491.1779882769818,2087695.0,,1.6208854446405279,84000037.0,USA,19905.39930839608,,2020-04-12,135
Texas,US,2020-08-25 04:30:29,31.0545,-97.5635,598450,11749,457182.0,129519.0,48.0,2063.913836589411,4670875.0,,1.9632383657782608,84000048.0,USA,16108.753515714869,,2020-04-12,135
Arizona,US,2020-08-26 04:30:22,33.7298,-111.4312,199273,4792,29526.0,164955.0,4.0,2737.748974166739,1162204.0,21365.0,2.404741234386997,84000004.0,USA,15967.154651018855,10.721472552729171,2020-04-12,136
California,US,2020-08-26 04:30:22,36.1162,-119.6816,681032,12382,,668650.0,6.0,1723.5982900784907,10762506.0,,1.8181230837904827,84000006.0,USA,27238.42189289122,,2020-04-12,136
Florida,US,2020-08-26 04:30:22,27.7663,-81.6868,605502,10580,,594922.0,12.0,2819.207628811173,4466524.0,37477.0,1.747310496084241,84000012.0,USA,20796.064315341973,6.189409778993298,2020-04-12,136
Georgia,US,2020-08-26 04:30:22,33.0406,-83.6431,258354,5262,,253092.0,13.0,2433.302318274406,2230850.0,23717.0,2.036740286583525,84000013.0,USA,21011.2190123724,9.180039790365155,2020-04-12,136
Illinois,US,2020-08-26 04:30:22,40.3495,-88.9861,224887,8126,,216761.0,17.0,1774.7015207995755,3782467.0,,3.6133702704024686,84000017.0,USA,29849.435215349084,,2020-04-12,136
New Jersey,US,2020-08-26 04:30:22,40.2989,-74.521,190021,15953,33646.0,140422.0,34.0,2139.3485165257666,2697895.0,22468.0,8.395387878181886,84000034.0,USA,30374.20951364472,11.823956299566893,2020-04-12,136
New York,US,2020-08-26 04:30:22,42.1657,-74.9481,430774,32918,74731.0,323125.0,36.0,2214.3709318823426,7750445.0,89995.0,7.641593968066782,84000036.0,USA,39840.752035064426,20.89146513020749,2020-04-12,136
North Carolina,US,2020-08-26 04:30:22,35.6301,-79.8064,157741,2570,136630.0,18541.0,37.0,1504.0020655822361,2102359.0,,1.6292530160199314,84000037.0,USA,20045.215122228234,,2020-04-12,136
Texas,US,2020-08-26 04:30:22,31.0545,-97.5635,604328,11935,466550.0,125843.0,48.0,2084.1856814076455,4724559.0,,1.974920903880012,84000048.0,USA,16293.897053860857,,2020-04-12,136
Arizona,US,2020-07-23 05:15:18,33.7298,-111.4312,150609,2974,19293.0,128342.0,4.0,2069.169607775656,813981.0,7047.0,1.9746495893339708,84000004.0,USA,11183.028547476155,4.679003246817921,2020-04-12,102
California,US,2020-07-23 05:15:18,36.1162,-119.6816,421286,8047,,413239.0,6.0,1066.216902045729,6664419.0,,1.9101038249550184,84000006.0,USA,16866.727544031117,,2020-04-12,102
Florida,US,2020-07-23 05:15:18,27.7663,-81.6868,379619,5345,,374274.0,12.0,1767.4999931324235,3154711.0,22588.0,1.407990643250206,84000012.0,USA,14688.283965857298,5.95017636103567,2020-04-12,102
Georgia,US,2020-07-23 05:15:18,33.0406,-83.6431,152302,3335,,148967.0,13.0,1434.4535392439386,1316844.0,15922.0,2.18972830297698,84000013.0,USA,12402.670591536194,10.454229097451117,2020-04-12,102
Illinois,US,2020-07-23 05:15:18,40.3495,-88.9861,166475,7540,,158935.0,17.0,1313.74172662319,2349662.0,,4.529208589878361,84000017.0,USA,18542.417857701745,,2020-04-12,102
New Jersey,US,2020-07-23 05:15:18,40.2989,-74.521,177645,15707,31850.0,130088.0,34.0,2000.0135101816104,1840929.0,21184.0,8.841791212812069,84000034.0,USA,20726.070935208547,11.924906414478311,2020-04-12,102
New York,US,2020-07-23 05:15:18,42.1657,-74.9481,408886,32558,72386.0,303942.0,36.0,2101.856827138229,5298640.0,89995.0,7.962610605401016,84000036.0,USA,27237.37828770784,22.00980224316802,2020-04-12,102
North Carolina,US,2020-07-23 05:15:18,35.6301,-79.8064,105276,1732,78707.0,24837.0,37.0,1003.7677043776537,1491820.0,,1.6451992856871462,84000037.0,USA,14223.951676969788,,2020-04-12,102
Texas,US,2020-07-23 05:15:18,31.0545,-97.5635,363615,4439,195315.0,163861.0,48.0,1254.0229420861535,3104148.0,,1.2207967218074065,84000048.0,USA,10705.47916788595,,2020-04-12,102
Arizona,US,2020-07-24 05:30:54,33.7298,-111.4312,152944,3063,19737.0,130144.0,4.0,2101.2494372291158,822713.0,7236.0,2.00269379642222,84000004.0,USA,11302.994744815604,4.7311434250444595,2020-04-12,103
California,US,2020-07-24 05:30:54,36.1162,-119.6816,430773,8201,,422572.0,6.0,1090.2271937471096,6778304.0,,1.90378691329308,84000006.0,USA,17154.95480980658,,2020-04-12,103
Florida,US,2020-07-24 05:30:54,27.7663,-81.6868,389868,5518,,384350.0,12.0,1815.2191732304013,3210942.0,22991.0,1.4153508366934449,84000012.0,USA,14950.094602611067,5.897124154842151,2020-04-12,103
Georgia,US,2020-07-24 05:30:54,33.0406,-83.6431,156607,3361,,153246.0,13.0,1475.000101248674,1336938.0,16353.0,2.1461365073081025,84000013.0,USA,12591.925554816831,10.442061976795419,2020-04-12,103
Illinois,US,2020-07-24 05:30:54,40.3495,-88.9861,168096,7560,,160536.0,17.0,1326.5338896438009,2389368.0,,4.497430039977156,84000017.0,USA,18855.75877373899,,2020-04-12,103
New Jersey,US,2020-07-24 05:30:54,40.2989,-74.521,177887,15730,31925.0,130232.0,34.0,2002.7380634730848,1859638.0,21184.0,8.842692270936043,84000034.0,USA,20936.70592500273,11.908683602511704,2020-04-12,103
New York,US,2020-07-24 05:30:54,42.1657,-74.9481,409697,32594,72466.0,304637.0,36.0,2106.0257296851723,5368338.0,89995.0,7.955635506239978,84000036.0,USA,27595.65716528712,21.966233582379175,2020-04-12,103
North Carolina,US,2020-07-24 05:30:54,35.6301,-79.8064,107125,1756,78707.0,26662.0,37.0,1021.3972351861407,1523675.0,,1.6392065344224038,84000037.0,USA,14527.677314560031,,2020-04-12,103
Texas,US,2020-07-24 05:30:54,31.0545,-97.5635,373037,4622,203826.0,164589.0,48.0,1286.5172125654676,3164656.0,,1.2390191857644148,84000048.0,USA,10914.157083207785,,2020-04-12,103
Arizona,US,2020-08-08 04:35:11,33.7298,-111.4312,185053,4081,24815.0,156157.0,4.0,2542.384873597916,1004845.0,19241.0,2.2053141532425844,84000004.0,USA,13805.248919555466,10.397561779598275,2020-04-12,118
California,US,2020-08-08 04:35:11,36.1162,-119.6816,546814,10133,,536681.0,6.0,1383.9109988825485,8596882.0,,1.85309812843124,84000006.0,USA,21757.52551305453,,2020-04-12,118
Florida,US,2020-08-08 04:35:11,27.7663,-81.6868,518075,7927,,510148.0,12.0,2412.148914943879,3896939.0,30114.0,1.5300873425662307,84000012.0,USA,18144.085664146092,5.812671910437678,2020-04-12,118
Georgia,US,2020-08-08 04:35:11,33.0406,-83.6431,209004,4117,,204887.0,13.0,1968.5002660250045,1753129.0,20282.0,1.96981875944958,84000013.0,USA,16511.812706341265,9.704120495301526,2020-04-12,118
Illinois,US,2020-08-08 04:35:11,40.3495,-88.9861,191808,7822,,183986.0,17.0,1513.6577450076038,2985918.0,,4.078036369703036,84000017.0,USA,23563.448378887297,,2020-04-12,118
New Jersey,US,2020-08-08 04:35:11,40.2989,-74.521,184061,15849,32956.0,135256.0,34.0,2072.2479478597056,2252792.0,21949.0,8.61073231157062,84000034.0,USA,25363.024209119598,11.924851000483534,2020-04-12,118
New York,US,2020-08-08 04:35:11,42.1657,-74.9481,419642,32760,73530.0,313352.0,36.0,2157.147475467345,6368975.0,89995.0,7.80665424337888,84000036.0,USA,32739.37866697002,21.44566082517956,2020-04-12,118
North Carolina,US,2020-08-08 04:35:11,35.6301,-79.8064,133337,2160,105093.0,26084.0,37.0,1271.3189558741142,1939812.0,,1.619955451225091,84000037.0,USA,18495.389625025888,,2020-04-12,118
Texas,US,2020-08-08 04:35:11,31.0545,-97.5635,491304,8847,331668.0,150789.0,48.0,1694.392386284107,4000532.0,,1.800718089003957,84000048.0,USA,13796.897566243977,,2020-04-12,118
Arizona,US,2020-08-07 04:35:29,33.7298,-111.4312,183656,4002,24531.0,155123.0,4.0,2523.191930665803,995864.0,14068.0,2.179073920808468,84000004.0,USA,13681.861789653312,7.659972992986889,2020-04-12,117
California,US,2020-08-07 04:35:29,36.1162,-119.6816,541339,10021,,531318.0,6.0,1370.0545271775775,8500463.0,,1.8511505729311948,84000006.0,USA,21513.502290164743,,2020-04-12,117
Florida,US,2020-08-07 04:35:29,27.7663,-81.6868,510389,7747,,502642.0,12.0,2376.3630218584017,3857363.0,29515.0,1.5178618661452343,84000012.0,USA,17959.820441045536,5.78284406599672,2020-04-12,117
Georgia,US,2020-08-07 04:35:29,33.0406,-83.6431,204895,4026,,200869.0,13.0,1929.7997263554446,1724762.0,20002.0,1.9649088557553869,84000013.0,USA,16244.638647249902,9.762073257034093,2020-04-12,117
Illinois,US,2020-08-07 04:35:29,40.3495,-88.9861,189705,7791,,181914.0,17.0,1497.0618666409507,2939030.0,,4.106902822803827,84000017.0,USA,23193.4305258889,,2020-04-12,117
New Jersey,US,2020-08-07 04:35:29,40.2989,-74.521,183701,15849,32811.0,135041.0,34.0,2068.1948933765207,2230245.0,21565.0,8.62760681760034,84000034.0,USA,25109.17915514079,11.73918487106766,2020-04-12,117
New York,US,2020-08-07 04:35:29,42.1657,-74.9481,418928,32756,73472.0,312700.0,36.0,2153.477196282984,6298805.0,89995.0,7.819004697704616,84000036.0,USA,32378.673498389315,21.48221174044227,2020-04-12,117
North Carolina,US,2020-08-07 04:35:29,35.6301,-79.8064,131802,2126,105093.0,24583.0,37.0,1256.6832988751805,1904750.0,,1.6130255990045674,84000037.0,USA,18161.086429132338,,2020-04-12,117
Texas,US,2020-08-07 04:35:29,31.0545,-97.5635,483920,8569,323804.0,151547.0,48.0,1668.9267003130549,3944480.0,,1.770747230947264,84000048.0,USA,13603.58735090684,,2020-04-12,117
Arizona,US,2020-09-06 04:30:30,33.7298,-111.4312,205517,5207,31548.0,168762.0,4.0,2823.533323249139,1252775.0,,2.5336103582671994,84000004.0,USA,17211.48108931835,,2020-04-12,147
California,US,2020-09-06 04:30:30,36.1162,-119.6816,735314,13709,,721605.0,6.0,1860.9785635194453,11916323.0,,1.8643735873381984,84000006.0,USA,30158.57396836417,,2020-04-12,147
Florida,US,2020-09-06 04:30:30,27.7663,-81.6868,643867,11811,,632056.0,12.0,2997.8344552780395,4763807.0,,1.8343850515712097,84000012.0,USA,22180.209209191828,,2020-04-12,147
Georgia,US,2020-09-06 04:30:30,33.0406,-83.6431,281548,5977,,275571.0,13.0,2651.754573590974,2460729.0,,2.122906218477844,84000013.0,USA,23176.330075574835,,2020-04-12,147
Illinois,US,2020-09-06 04:30:30,40.3495,-88.9861,250102,8385,,241717.0,17.0,1973.6863391615145,4373804.0,,3.3526321260925545,84000017.0,USA,34515.98629747058,,2020-04-12,147
New Jersey,US,2020-09-06 04:30:30,40.2989,-74.521,193747,15985,34112.0,143650.0,34.0,2181.297630426731,2965047.0,,8.25045032955349,84000034.0,USA,33381.93621167752,,2020-04-12,147
New York,US,2020-09-06 04:30:30,42.1657,-74.9481,438772,32987,75366.0,330419.0,36.0,2255.4842272836318,8710614.0,,7.518027586081152,84000036.0,USA,44776.449926057234,,2020-04-12,147
North Carolina,US,2020-09-06 04:30:30,35.6301,-79.8064,175815,2889,145884.0,27042.0,37.0,1676.330967600946,2410871.0,,1.6432045047350907,84000037.0,USA,22986.76288252459,,2020-04-12,147
Texas,US,2020-09-06 04:30:30,31.0545,-97.5635,655815,13576,538282.0,103957.0,48.0,2261.752281298161,5183948.0,,2.0700959874354807,84000048.0,USA,17878.222082646844,,2020-04-12,147
Arizona,US,2020-09-05 04:30:29,33.7298,-111.4312,204681,5171,31384.0,168126.0,4.0,2812.0477825968505,1236928.0,,2.526370303056952,84000004.0,USA,16993.764148269536,,2020-04-12,146
California,US,2020-09-05 04:30:29,36.1162,-119.6816,730662,13638,,717024.0,6.0,1849.2049915794405,11796970.0,,1.8665265197861665,84000006.0,USA,29856.50794692063,,2020-04-12,146
Florida,US,2020-09-05 04:30:29,27.7663,-81.6868,640211,11750,,628461.0,12.0,2980.812177744797,4740007.0,,1.8353324138448104,84000012.0,USA,22069.39678980146,,2020-04-12,146
